發生年度,發生月份,發生日期,發生時間,天候名稱,光線名稱,道路類別-第1當事者-名稱,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,經度,緯度
2022,1,20220105,163200,晴,日間自然光線,市區道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,1,小客車,自用,女,不明,不明,車的狀態,左轉彎,汽車,右後車尾(身),121.308659,25.018669
2022,1,20220105,163200,晴,日間自然光線,市區道路,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,2,機車,普通重型,男,不明,不明,車的狀態,向前直行中,機車,前車頭,121.308659,25.018669
2022,1,20220105,164100,晴,日間自然光線,村里道路,交岔路,四岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷0,1,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.520689,24.041924
2022,1,20220105,164100,晴,日間自然光線,村里道路,交岔路,四岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷0,2,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,左側車身,120.520689,24.041924
2022,1,20220105,191600,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,雙向禁止超車線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,穿越道路中,行人(或乘客),未依規定行走行人穿越道、地下道、天橋而穿越道路,死亡1;受傷0,1,人,行人,女,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽(機)車,121.250965,24.862166
2022,1,20220105,191600,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,雙向禁止超車線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,人與汽(機)車,穿越道路中,行人(或乘客),未依規定行走行人穿越道、地下道、天橋而穿越道路,死亡1;受傷0,2,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),121.250965,24.862166
2022,1,20220106,223900,雨,夜間(或隧道、地下道、涵洞)有照明,省道,單路部分,高架道路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞交通島,其他,不明原因肇事,死亡1;受傷0,1,小客車,自用,男,不明,不明,車的狀態,向前直行中,汽車,前車頭,121.398394,25.141247
2022,1,20220106,231010,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷3,1,曳引車,營業用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向右變換車道,汽車,右前車頭(身),120.248579,23.101022
2022,1,20220106,231010,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷3,2,小客車,自用,男,未戴案全帽或未繫安全帶(未使用幼童安全椅),不明,車的狀態,向前直行中,汽車,左側車身,120.248579,23.101022
2022,1,20220106,231010,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷3,4,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.248579,23.101022
2022,1,20220106,231010,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷3,5,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.248579,23.101022
2022,1,20220106,231010,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷3,6,人,乘客,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,人的狀態,其他,其他,非汽(機)車,120.248579,23.101022
2022,1,20220106,231010,晴,夜間(或隧道、地下道、涵洞)有照明,國道,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷3,7,人,乘客,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,人的狀態,其他,其他,非汽(機)車,120.248579,23.101022
2022,1,20220107,100300,陰,日間自然光線,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,駕駛人,倒車未依規定,死亡1;受傷0,1,小貨車(含客、貨兩用),營業用,男,不明,不明,車的狀態,倒車,汽車,後車尾,121.513597,25.066415
2022,1,20220107,100300,陰,日間自然光線,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,人與汽(機)車,其他,駕駛人,倒車未依規定,死亡1;受傷0,2,人,行人,女,不明,不明,人的狀態,步行,其他,非汽(機)車,121.513597,25.066415
2022,1,20220107,125500,晴,日間自然光線,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,其他引起事故之違規或不當行為,死亡1;受傷0,1,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,其他,機車,前車頭,120.285329,23.075751
2022,1,20220107,125500,晴,日間自然光線,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,其他引起事故之違規或不當行為,死亡1;受傷0,2,機車,普通重型,男,不明,不明,車的狀態,靜止(引擎熄火),機車,後車尾,120.285329,23.075751
2022,1,20220107,125500,晴,日間自然光線,市區道路,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,其他引起事故之違規或不當行為,死亡1;受傷0,3,機車,普通重型,男,不明,不明,車的狀態,靜止(引擎熄火),機車,左側車身,120.285329,23.075751
2022,1,20220107,125500,晴,日間自然光線,省道,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛人,酒醉(後)駕駛失控,死亡1;受傷0,1,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,機車,右側車身,121.197435,23.101927
2022,1,20220107,125500,晴,日間自然光線,省道,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛人,酒醉(後)駕駛失控,死亡1;受傷0,2,小客車,自用,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),121.197435,23.101927
2022,1,20220107,161037,晴,日間自然光線,村里道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,不良,建築物,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷1,1,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,機車,右側車身,120.2818,23.747296
2022,1,20220107,161037,晴,日間自然光線,村里道路,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,不良,建築物,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡1;受傷1,2,其他車,拼裝車,男,未戴案全帽或未繫安全帶(未使用幼童安全椅),不明,車的狀態,向前直行中,汽車,前車頭,120.2818,23.747296
2022,1,20220107,230600,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,單路部分,直路,交流道,直線匝道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,汽(機)車本身,撞橋樑、建築物,駕駛人,酒醉(後)駕駛失控,死亡1;受傷0,1,小客車,自用,男,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,120.672511,24.105498
2022,1,20220108,11000,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,違反號誌管制或指揮,死亡1;受傷2,1,小客車,自用,男,不明,未使用,車的狀態,左轉彎,汽車,右側車身,121.532598,25.038135
2022,1,20220108,11000,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,違反號誌管制或指揮,死亡1;受傷2,2,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.532598,25.038135
2022,1,20220108,11000,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,違反號誌管制或指揮,死亡1;受傷2,3,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.532598,25.038135
2022,1,20220108,11000,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,違反號誌管制或指揮,死亡1;受傷2,4,人,乘客,女,戴安全帽或繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽(機)車,121.532598,25.038135
2022,1,20220108,161000,晴,日間自然光線,市區道路,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),未繪設車道線,快慢車道分隔線,有,汽(機)車本身,撞交通島,駕駛人,未注意車前狀態,死亡1;受傷2,1,小客車,租賃車,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,121.141822,22.77514
2022,1,20220108,161000,晴,日間自然光線,市區道路,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),未繪設車道線,快慢車道分隔線,有,汽(機)車本身,撞交通島,駕駛人,未注意車前狀態,死亡1;受傷2,3,人,乘客,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,人的狀態,其他,其他,不明,121.141822,22.77514
2022,1,20220108,161000,晴,日間自然光線,市區道路,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),未繪設車道線,快慢車道分隔線,有,汽(機)車本身,撞交通島,駕駛人,未注意車前狀態,死亡1;受傷2,4,人,乘客,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,人的狀態,其他,其他,不明,121.141822,22.77514
2022,1,20220108,173500,晴,晨或暮光,村里道路,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,衝出路外,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,男,不明,不明,車的狀態,向前直行中,機車,前車頭,118.461283,24.442848
2022,1,20220109,53600,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,單路部分,坡路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,不良,坡道,閃光號誌,正常,雙向禁止超車線,附標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,1,機車,普通重型,男,不明,不明,車的狀態,向前直行中,其他,不明,120.628448,24.012001
2022,1,20220109,53600,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,單路部分,坡路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,不良,坡道,閃光號誌,正常,雙向禁止超車線,附標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,2,小客車,自用,男,不明,不明,車的狀態,左轉彎,汽車,左側車身,120.628448,24.012001
2022,1,20220109,53600,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,單路部分,坡路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,不良,坡道,閃光號誌,正常,雙向禁止超車線,附標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,3,小客車,自用,男,不明,不明,車的狀態,向前直行中,汽車,前車頭,120.628448,24.012001
2022,1,20220109,133900,陰,日間自然光線,市區道路,單路部分,直路,路段,機車優先道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,車與車,其他,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,女,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.225152,24.934913
2022,1,20220109,133900,陰,日間自然光線,市區道路,單路部分,直路,路段,機車優先道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,車與車,其他,駕駛人,未注意車前狀態,死亡1;受傷0,2,大貨車,自用,男,不明,不明,車的狀態,等待(引擎未熄火),汽車,後車尾,121.225152,24.934913
2022,1,20220109,133900,陰,日間自然光線,市區道路,單路部分,直路,路段,機車優先道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,車與車,其他,駕駛人,未注意車前狀態,死亡1;受傷0,3,機車,普通重型,男,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,121.225152,24.934913
